Entity,Code,Year,Health expenditure (2010 int-$) (2010 int-$),Life expectancy at birth (years),Total population (Gapminder)
Afghanistan,AFG,1800,,,3280000
Afghanistan,AFG,1820,,,3280000
Afghanistan,AFG,1870,,,4207000
Afghanistan,AFG,1913,,,5730000
Afghanistan,AFG,1950,,,8151455
Afghanistan,AFG,1951,,,8276820
Afghanistan,AFG,1952,,,8407148
Afghanistan,AFG,1953,,,8542906
Afghanistan,AFG,1954,,,8684494
Afghanistan,AFG,1955,,,8832253
Afghanistan,AFG,1956,,,8986449
Afghanistan,AFG,1957,,,9147286
Afghanistan,AFG,1958,,,9314915
Afghanistan,AFG,1959,,,9489453
Afghanistan,AFG,1960,,31.58004878,9671046
Afghanistan,AFG,1961,,32.09597561,9859928
Afghanistan,AFG,1962,,32.61187805,10056480
Afghanistan,AFG,1963,,33.12731707,10261254
Afghanistan,AFG,1964,,33.6412439,10474903
Afghanistan,AFG,1965,,34.15368293,10697983
Afghanistan,AFG,1966,,34.66312195,10927724
Afghanistan,AFG,1967,,35.17007317,11163656
Afghanistan,AFG,1968,,35.67202439,11411022
Afghanistan,AFG,1969,,36.16997561,11676990
Afghanistan,AFG,1970,,36.65943902,11964906
Afghanistan,AFG,1971,,37.13941463,12273101
Afghanistan,AFG,1972,,37.60887805,12593688
Afghanistan,AFG,1973,,38.06934146,12915499
Afghanistan,AFG,1974,,38.52329268,13223928
Afghanistan,AFG,1975,,38.97026829,13505544
Afghanistan,AFG,1976,,39.41073171,13766792
Afghanistan,AFG,1977,,39.84770732,14003408
Afghanistan,AFG,1978,,40.29068293,14179656
Afghanistan,AFG,1979,,40.74817073,14249493
Afghanistan,AFG,1980,,41.23365854,14185729
Afghanistan,AFG,1981,,41.76063415,13984092
Afghanistan,AFG,1982,,42.33560976,13672870
Afghanistan,AFG,1983,,42.96304878,13300056
Afghanistan,AFG,1984,,43.6444878,12931791
Afghanistan,AFG,1985,,44.37990244,12625292
Afghanistan,AFG,1986,,45.16880488,12372113
Afghanistan,AFG,1987,,45.99721951,12183387
Afghanistan,AFG,1988,,46.85014634,12156685
Afghanistan,AFG,1989,,47.71158537,12414686
Afghanistan,AFG,1990,,48.56704878,13032161
Afghanistan,AFG,1991,,49.40456098,14069854
Afghanistan,AFG,1992,,50.21312195,15472076
Afghanistan,AFG,1993,,50.9852439,17053213
Afghanistan,AFG,1994,,51.70939024,18553819
Afghanistan,AFG,1995,,52.37507317,19789880
Afghanistan,AFG,1996,,52.97278049,20684982
Afghanistan,AFG,1997,,53.5084878,21299350
Afghanistan,AFG,1998,,53.99219512,21752257
Afghanistan,AFG,1999,,54.43287805,22227543
Afghanistan,AFG,2000,,54.84856098,22856302
Afghanistan,AFG,2001,,55.25621951,23677385
Afghanistan,AFG,2002,,55.67187805,24639841
Afghanistan,AFG,2003,,56.10756098,25678639
Afghanistan,AFG,2004,,56.56973171,26693486
Afghanistan,AFG,2005,,57.05843902,27614718
Afghanistan,AFG,2006,,57.57065854,28420974
Afghanistan,AFG,2007,,58.09136585,29145841
Afghanistan,AFG,2008,,58.60709756,29839994
Afghanistan,AFG,2009,,59.11234146,30577756
Afghanistan,AFG,2010,,59.60009756,31411743
Afghanistan,AFG,2011,,60.06536585,32358260
Afghanistan,AFG,2012,,60.50912195,33397058
Afghanistan,AFG,2013,,60.93141463,34499915
Albania,ALB,1700,,,300000
Albania,ALB,1800,,,410445
Albania,ALB,1820,,,437000
Albania,ALB,1850,,,500000
Albania,ALB,1870,,,603000
Albania,ALB,1890,,,726000
Albania,ALB,1900,,,800000
Albania,ALB,1910,,,874000
Albania,ALB,1913,,,898000
Albania,ALB,1920,,,932000
Albania,ALB,1921,,,937000
Albania,ALB,1922,,,942000
Albania,ALB,1923,,,947000
Albania,ALB,1924,,,952000
Albania,ALB,1925,,,956000
Albania,ALB,1926,,,962000
Albania,ALB,1927,,,967000
Albania,ALB,1928,,,972000
Albania,ALB,1929,,,977000
Albania,ALB,1930,,,982000
Albania,ALB,1931,,,988000
Albania,ALB,1932,,,993000
Albania,ALB,1933,,,998000
Albania,ALB,1934,,,1003000
Albania,ALB,1935,,,1009000
Albania,ALB,1936,,,1014000
Albania,ALB,1937,,,1030000
Albania,ALB,1938,,,1040000
Albania,ALB,1939,,,1070000
Albania,ALB,1940,,,1088000
Albania,ALB,1941,,,1100000
Albania,ALB,1942,,,1117000
Albania,ALB,1943,,,1119000
Albania,ALB,1944,,,1122000
Albania,ALB,1945,,,1138000
Albania,ALB,1946,,,1154000
Albania,ALB,1947,,,1175000
Albania,ALB,1948,,,1192000
Albania,ALB,1949,,,1209000
Albania,ALB,1950,,,1215002
Albania,ALB,1951,,,1239971
Albania,ALB,1952,,,1269302
Albania,ALB,1953,,,1302536
Albania,ALB,1954,,,1339240
Albania,ALB,1955,,,1378998
Albania,ALB,1956,,,1421417
Albania,ALB,1957,,,1466124
Albania,ALB,1958,,,1512765
Albania,ALB,1959,,,1561012
Albania,ALB,1960,,62.25436585,1610565
Albania,ALB,1961,,63.27346341,1661158
Albania,ALB,1962,,64.16285366,1712563
Albania,ALB,1963,,64.88709756,1764593
Albania,ALB,1964,,65.43819512,1817098
Albania,ALB,1965,,65.82739024,1869942
Albania,ALB,1966,,66.08931707,1922993
Albania,ALB,1967,,66.28721951,1976140
Albania,ALB,1968,,66.47495122,2029314
Albania,ALB,1969,,66.68160976,2082474
Albania,ALB,1970,,66.93258537,2135599
Albania,ALB,1971,,67.23887805,2188650
Albania,ALB,1972,,67.58595122,2241623
Albania,ALB,1973,,67.95795122,2294578
Albania,ALB,1974,,68.34834146,2347607
Albania,ALB,1975,,68.74121951,2400801
Albania,ALB,1976,,69.1155122,2454255
Albania,ALB,1977,,69.45617073,2508026
Albania,ALB,1978,,69.7542439,2562121
Albania,ALB,1979,,70.00965854,2616530
Albania,ALB,1980,,70.23597561,2671300
Albania,ALB,1981,,70.45446341,2725029
Albania,ALB,1982,,70.68512195,2777592
Albania,ALB,1983,,70.93739024,2831682
Albania,ALB,1984,,71.20653659,2891004
Albania,ALB,1985,,71.47121951,2957390
Albania,ALB,1986,,71.69756098,3033393
Albania,ALB,1987,,71.86195122,3116009
Albania,ALB,1988,,71.95329268,3194854
Albania,ALB,1989,,71.97858537,3255859
Albania,ALB,1990,,71.95731707,3289483
Albania,ALB,1991,,71.91841463,3291695
Albania,ALB,1992,,71.90080488,3266983
Albania,ALB,1993,,71.93585366,3224901
Albania,ALB,1994,,72.04195122,3179442
Albania,ALB,1995,,72.23602439,3141102
Albania,ALB,1996,,72.52741463,3112597
Albania,ALB,1997,,72.89809756,3091902
Albania,ALB,1998,,73.32658537,3079037
Albania,ALB,1999,,73.79339024,3072725
Albania,ALB,2000,,74.27207317,3071856
Albania,ALB,2001,,74.73421951,3077378
Albania,ALB,2002,,75.15795122,3089778
Albania,ALB,2003,,75.52936585,3106701
Albania,ALB,2004,,75.839,3124861
Albania,ALB,2005,,76.08939024,3141800
Albania,ALB,2006,,76.29053659,3156607
Albania,ALB,2007,,76.46485366,3169665
Albania,ALB,2008,,76.63231707,3181397
Albania,ALB,2009,,76.80187805,3192723
Albania,ALB,2010,,76.9785122,3204284
Albania,ALB,2011,,77.16321951,3215988
Albania,ALB,2012,,77.35046341,3227373
Albania,ALB,2013,,77.5372439,3238316
Algeria,DZA,1700,,,1750000
Algeria,DZA,1800,,,2503218
Algeria,DZA,1820,,,2689000
Algeria,DZA,1870,,,3776000
Algeria,DZA,1913,,,5497000
Algeria,DZA,1950,,,8752997
Algeria,DZA,1951,,,8953373
Algeria,DZA,1952,,,9140990
Algeria,DZA,1953,,,9326099
Algeria,DZA,1954,,,9515990
Algeria,DZA,1955,,,9715002
Algeria,DZA,1956,,,9924347
Algeria,DZA,1957,,,10142284
Algeria,DZA,1958,,,10364614
Algeria,DZA,1959,,,10585506
Algeria,DZA,1960,,46.13512195,10799997
Algeria,DZA,1961,,46.59031707,11006643
Algeria,DZA,1962,,47.045,11209845
Algeria,DZA,1963,,47.49619512,11420845
Algeria,DZA,1964,,47.94190244,11654905
Algeria,DZA,1965,,48.37609756,11923002
Algeria,DZA,1966,,48.79080488,12229853
Algeria,DZA,1967,,49.1875122,12572629
Algeria,DZA,1968,,49.57270732,12945462
Algeria,DZA,1969,,49.95590244,13338918
Algeria,DZA,1970,,50.34363415,13746185
Algeria,DZA,1971,,50.74392683,14165889
Algeria,DZA,1972,,51.17180488,14600659
Algeria,DZA,1973,,51.64570732,15052371
Algeria,DZA,1974,,52.18807317,15524137
Algeria,DZA,1975,,52.8362439,16018195
Algeria,DZA,1976,,53.6305122,16533323
Algeria,DZA,1977,,54.57826829,17068212
Algeria,DZA,1978,,55.66753659,17624756
Algeria,DZA,1979,,56.87487805,18205468
Algeria,DZA,1980,,58.16402439,18811199
Algeria,DZA,1981,,59.4867561,19442423
Algeria,DZA,1982,,60.78634146,20095648
Algeria,DZA,1983,,62.00895122,20762767
Algeria,DZA,1984,,63.11712195,21433070
Algeria,DZA,1985,,64.07626829,22098298
Algeria,DZA,1986,,64.86721951,22753511
Algeria,DZA,1987,,65.51019512,23398470
Algeria,DZA,1988,,66.02753659,24035237
Algeria,DZA,1989,,66.43368293,24668100
Algeria,DZA,1990,,66.75117073,25299182
Algeria,DZA,1991,,67.00312195,25930560
Algeria,DZA,1992,,67.21870732,26557969
Algeria,DZA,1993,,67.421,27169903
Algeria,DZA,1994,,67.6285122,27751086
Algeria,DZA,1995,,67.84819512,28291591
Algeria,DZA,1996,,68.07892683,28786855
Algeria,DZA,1997,,68.30758537,29242917
Algeria,DZA,1998,,68.52609756,29673694
Algeria,DZA,1999,,68.73295122,30099010
Algeria,DZA,2000,,68.93019512,30533827
Algeria,DZA,2001,,69.12043902,30982214
Algeria,DZA,2002,,69.30526829,31441848
Algeria,DZA,2003,,69.4862439,31913462
Algeria,DZA,2004,,69.66387805,32396048
Algeria,DZA,2005,,69.83860976,32888449
Algeria,DZA,2006,,70.00836585,33391954
Algeria,DZA,2007,,70.17104878,33906605
Algeria,DZA,2008,,70.32707317,34428028
Algeria,DZA,2009,,70.47492683,34950168
Algeria,DZA,2010,,70.61660976,35468208
Algeria,DZA,2011,,70.75168293,35980193
Algeria,DZA,2012,,70.88217073,36485828
Algeria,DZA,2013,,71.00965854,36983924
American Samoa,ASM,1700,,,7427
American Samoa,ASM,1800,,,8170
American Samoa,ASM,1850,,,8100
American Samoa,ASM,1900,,,5700
American Samoa,ASM,1912,,,7300
American Samoa,ASM,1920,,,8100
American Samoa,ASM,1930,,,10000
American Samoa,ASM,1940,,,13000
American Samoa,ASM,1950,,,18937
American Samoa,ASM,1951,,,19287
American Samoa,ASM,1952,,,19525
American Samoa,ASM,1953,,,19659
American Samoa,ASM,1954,,,19706
American Samoa,ASM,1955,,,19688
American Samoa,ASM,1956,,,19640
American Samoa,ASM,1957,,,19603
American Samoa,ASM,1958,,,19624
American Samoa,ASM,1959,,,19757
American Samoa,ASM,1960,,,20041
American Samoa,ASM,1961,,,20500
American Samoa,ASM,1962,,,21124
American Samoa,ASM,1963,,,21870
American Samoa,ASM,1964,,,22672
American Samoa,ASM,1965,,,23480
American Samoa,ASM,1966,,,24283
American Samoa,ASM,1967,,,25087
American Samoa,ASM,1968,,,25869
American Samoa,ASM,1969,,,26608
American Samoa,ASM,1970,,,27288
American Samoa,ASM,1971,,,27907
American Samoa,ASM,1972,,,28470
American Samoa,ASM,1973,,,28983
American Samoa,ASM,1974,,,29453
American Samoa,ASM,1975,,,29897
American Samoa,ASM,1976,,,30305
American Samoa,ASM,1977,,,30696
American Samoa,ASM,1978,,,31139
American Samoa,ASM,1979,,,31727
American Samoa,ASM,1980,,,32526
American Samoa,ASM,1981,,,33557
American Samoa,ASM,1982,,,34797
American Samoa,ASM,1983,,,36203
American Samoa,ASM,1984,,,37706
American Samoa,ASM,1985,,,39253
American Samoa,ASM,1986,,,40834
American Samoa,ASM,1987,,,42446
American Samoa,ASM,1988,,,44048
American Samoa,ASM,1989,,,45595
American Samoa,ASM,1990,,,47052
American Samoa,ASM,1991,,,48402
American Samoa,ASM,1992,,,49648
American Samoa,ASM,1993,,,50801
American Samoa,ASM,1994,,,51885
American Samoa,ASM,1995,,,52919
American Samoa,ASM,1996,,,53901
American Samoa,ASM,1997,,,54834
American Samoa,ASM,1998,,,55745
American Samoa,ASM,1999,,,56667
American Samoa,ASM,2000,,,57625
American Samoa,ASM,2001,,,58633
American Samoa,ASM,2002,,,59687
American Samoa,ASM,2003,,,60774
American Samoa,ASM,2004,,,61871
American Samoa,ASM,2005,,,62962
American Samoa,ASM,2006,,,64045
American Samoa,ASM,2007,,,65130
American Samoa,ASM,2008,,,66217
American Samoa,ASM,2009,,,67312
American Samoa,ASM,2010,,,68420
American Samoa,ASM,2011,,,69543
American Samoa,ASM,2012,,,70680
American Samoa,ASM,2013,,,71834
Andorra,AND,1800,,,2654
Andorra,AND,1820,,,2654
Andorra,AND,1950,,,6197
Andorra,AND,1951,,,6692
Andorra,AND,1952,,,7247
Andorra,AND,1953,,,7856
Andorra,AND,1954,,,8514
Andorra,AND,1955,,,9217
Andorra,AND,1956,,,9964
Andorra,AND,1957,,,10754
Andorra,AND,1958,,,11585
Andorra,AND,1959,,,12460
Andorra,AND,1960,,,13377
Andorra,AND,1961,,,14337
Andorra,AND,1962,,,15337
Andorra,AND,1963,,,16373
Andorra,AND,1964,,,17438
Andorra,AND,1965,,,18529
Andorra,AND,1966,,,19640
Andorra,AND,1967,,,20772
Andorra,AND,1968,,,21931
Andorra,AND,1969,,,23127
Andorra,AND,1970,,,24364
Andorra,AND,1971,,,25656
Andorra,AND,1972,,,26997
Andorra,AND,1973,,,28357
Andorra,AND,1974,,,29688
Andorra,AND,1975,,,30967
Andorra,AND,1976,,,32156
Andorra,AND,1977,,,33279
Andorra,AND,1978,,,34432
Andorra,AND,1979,,,35753
Andorra,AND,1980,,,37328
Andorra,AND,1981,,,39226
Andorra,AND,1982,,,41390
Andorra,AND,1983,,,43636
Andorra,AND,1984,,,45702
Andorra,AND,1985,,,47414
Andorra,AND,1986,,,48653
Andorra,AND,1987,,,49504
Andorra,AND,1988,,,50236
Andorra,AND,1989,,,51241
Andorra,AND,1990,,,52773
Andorra,AND,1991,,,54996
Andorra,AND,1992,,,57767
Andorra,AND,1993,,,60670
Andorra,AND,1994,,,63111
Andorra,AND,1995,,,64699
Andorra,AND,1996,,,65227
Andorra,AND,1997,,,64905
Andorra,AND,1998,,,64246
Andorra,AND,1999,,,63985
Andorra,AND,2000,,,64634
Andorra,AND,2001,,,66390
Andorra,AND,2002,,,69043
Andorra,AND,2003,,,72203
Andorra,AND,2004,,,75292
Andorra,AND,2005,,,77888
Andorra,AND,2006,,,79874
Andorra,AND,2007,,,81390
Andorra,AND,2008,,,82577
Andorra,AND,2009,,,83677
Andorra,AND,2010,,,84864
Andorra,AND,2011,,,86165
Andorra,AND,2012,,,87518
Andorra,AND,2013,,,88909
Angola,AGO,1800,,,1567028
Angola,AGO,1820,,,1567028
Angola,AGO,1940,,,3738000
Angola,AGO,1950,,,4147509
Angola,AGO,1951,,,4219332
Angola,AGO,1952,,,4296534
Angola,AGO,1953,,,4376947
Angola,AGO,1954,,,4458962
Angola,AGO,1955,,,4541519
Angola,AGO,1956,,,4624143
Angola,AGO,1957,,,4706909
Angola,AGO,1958,,,4790376
Angola,AGO,1959,,,4875462
Angola,AGO,1960,,32.98482927,4963068
Angola,AGO,1961,,33.38621951,5053693
Angola,AGO,1962,,33.78758537,5147083
Angola,AGO,1963,,34.18846341,5242084
Angola,AGO,1964,,34.59034146,5337063
Angola,AGO,1965,,34.99221951,5431135
Angola,AGO,1966,,35.39509756,5524090
Angola,AGO,1967,,35.79997561,5617242
Angola,AGO,1968,,36.20585366,5713156
Angola,AGO,1969,,36.6102439,5815282
Angola,AGO,1970,,37.01512195,5926333
Angola,AGO,1971,,37.42102439,6047736
Angola,AGO,1972,,37.82692683,6179685
Angola,AGO,1973,,38.22682927,6322194
Angola,AGO,1974,,38.61378049,6474796
Angola,AGO,1975,,38.97580488,6637419
Angola,AGO,1976,,39.301,6808850
Angola,AGO,1977,,39.58136585,6989988
Angola,AGO,1978,,39.81585366,7185188
Angola,AGO,1979,,40.00539024,7400231
Angola,AGO,1980,,40.1592439,7638420
Angola,AGO,1981,,40.28865854,7903368
Angola,AGO,1982,,40.408,8191774
Angola,AGO,1983,,40.5282439,8491682
Angola,AGO,1984,,40.65395122,8786652
Angola,AGO,1985,,40.77778049,9065562
Angola,AGO,1986,,40.8874878,9322550
Angola,AGO,1987,,40.97387805,9562796
Angola,AGO,1988,,41.03770732,9799680
Angola,AGO,1989,,41.08765854,10052567
Angola,AGO,1990,,41.13834146,10335052
Angola,AGO,1991,,41.20634146,10653515
Angola,AGO,1992,,41.31302439,11002910
Angola,AGO,1993,,41.47819512,11371750
Angola,AGO,1994,,41.7162439,11742960
Angola,AGO,1995,,42.05146341,12105105
Angola,AGO,1996,,42.50163415,12452725
Angola,AGO,1997,,43.06212195,12792237
Angola,AGO,1998,,43.71426829,13138265
Angola,AGO,1999,,44.439,13511575
Angola,AGO,2000,,45.20478049,13926373
Angola,AGO,2001,,45.97314634,14388244
Angola,AGO,2002,,46.71173171,14890474
Angola,AGO,2003,,47.39317073,15419943
Angola,AGO,2004,,48.0035122,15957460
Angola,AGO,2005,,48.53880488,16489021
Angola,AGO,2006,,49.00704878,17010366
Angola,AGO,2007,,49.43573171,17525367
Angola,AGO,2008,,49.84739024,18037964
Angola,AGO,2009,,50.25102439,18555115
Angola,AGO,2010,,50.65417073,19081912
Angola,AGO,2011,,51.05931707,19618432
Angola,AGO,2012,,51.464,20162517
Angola,AGO,2013,,51.86617073,20714494
Anguilla,AIA,1800,,,2025
Anguilla,AIA,1820,,,2025
Anguilla,AIA,1950,,,5121
Anguilla,AIA,1951,,,5297
Anguilla,AIA,1952,,,5438
Anguilla,AIA,1953,,,5549
Anguilla,AIA,1954,,,5635
Anguilla,AIA,1955,,,5697
Anguilla,AIA,1956,,,5743
Anguilla,AIA,1957,,,5777
Anguilla,AIA,1958,,,5805
Anguilla,AIA,1959,,,5831
Anguilla,AIA,1960,,,5863
Anguilla,AIA,1961,,,5901
Anguilla,AIA,1962,,,5948
Anguilla,AIA,1963,,,6001
Anguilla,AIA,1964,,,6057
Anguilla,AIA,1965,,,6114
Anguilla,AIA,1966,,,6171
Anguilla,AIA,1967,,,6228
Anguilla,AIA,1968,,,6287
Anguilla,AIA,1969,,,6344
Anguilla,AIA,1970,,,6400
Anguilla,AIA,1971,,,6454
Anguilla,AIA,1972,,,6506
Anguilla,AIA,1973,,,6554
Anguilla,AIA,1974,,,6596
Anguilla,AIA,1975,,,6630
Anguilla,AIA,1976,,,6662
Anguilla,AIA,1977,,,6691
Anguilla,AIA,1978,,,6713
Anguilla,AIA,1979,,,6716
Anguilla,AIA,1980,,,6698
Anguilla,AIA,1981,,,6651
Anguilla,AIA,1982,,,6586
Anguilla,AIA,1983,,,6536
Anguilla,AIA,1984,,,6551
Anguilla,AIA,1985,,,6661
Anguilla,AIA,1986,,,6881
Anguilla,AIA,1987,,,7197
Anguilla,AIA,1988,,,7575
Anguilla,AIA,1989,,,7964
Anguilla,AIA,1990,,,8332
Anguilla,AIA,1991,,,8669
Anguilla,AIA,1992,,,8985
Anguilla,AIA,1993,,,9277
Anguilla,AIA,1994,,,9549
Anguilla,AIA,1995,,,9805
Anguilla,AIA,1996,,,10036
Anguilla,AIA,1997,,,10244
Anguilla,AIA,1998,,,10461
Anguilla,AIA,1999,,,10727
Anguilla,AIA,2000,,,11068
Anguilla,AIA,2001,,,11498
Anguilla,AIA,2002,,,12003
Anguilla,AIA,2003,,,12548
Anguilla,AIA,2004,,,13083
Anguilla,AIA,2005,,,13574
Anguilla,AIA,2006,,,14008
Anguilla,AIA,2007,,,14393
Anguilla,AIA,2008,,,14737
Anguilla,AIA,2009,,,15055
Anguilla,AIA,2010,,,15358
Anguilla,AIA,2011,,,15645
Anguilla,AIA,2012,,,15911
Anguilla,AIA,2013,,,16158
Antigua and Barbuda,ATG,1800,,,37000
Antigua and Barbuda,ATG,1851,,,37000
Antigua and Barbuda,ATG,1861,,,37000
Antigua and Barbuda,ATG,1871,,,35000
Antigua and Barbuda,ATG,1881,,,35000
Antigua and Barbuda,ATG,1891,,,37000
Antigua and Barbuda,ATG,1901,,,35000
Antigua and Barbuda,ATG,1911,,,32000
Antigua and Barbuda,ATG,1921,,,30000
Antigua and Barbuda,ATG,1946,,,42000
Antigua and Barbuda,ATG,1950,,,46301
Antigua and Barbuda,ATG,1951,,,48316
Antigua and Barbuda,ATG,1952,,,49906
Antigua and Barbuda,ATG,1953,,,51117
Antigua and Barbuda,ATG,1954,,,52002
Antigua and Barbuda,ATG,1955,,,52625
Antigua and Barbuda,ATG,1956,,,53061
Antigua and Barbuda,ATG,1957,,,53393
Antigua and Barbuda,ATG,1958,,,53711
Antigua and Barbuda,ATG,1959,,,54107
Antigua and Barbuda,ATG,1960,,61.78273171,54657
Antigua and Barbuda,ATG,1961,,62.19541463,55408
Antigua and Barbuda,ATG,1962,,62.59853659,56362
Antigua and Barbuda,ATG,1963,,62.99258537,57472
Antigua and Barbuda,ATG,1964,,63.37858537,58653
Antigua and Barbuda,ATG,1965,,63.75607317,59844
Antigua and Barbuda,ATG,1966,,64.12556098,61032
Antigua and Barbuda,ATG,1967,,64.48807317,62226
Antigua and Barbuda,ATG,1968,,64.84212195,63401
Antigua and Barbuda,ATG,1969,,65.18919512,64528
Antigua and Barbuda,ATG,1970,,65.52934146,65587
Antigua and Barbuda,ATG,1971,,65.86202439,66554
Antigua and Barbuda,ATG,1972,,66.18826829,67419
Antigua and Barbuda,ATG,1973,,66.508,68182
Antigua and Barbuda,ATG,1974,,66.82178049,68848
Antigua and Barbuda,ATG,1975,,67.13007317,69420
Antigua and Barbuda,ATG,1976,,67.43339024,69910
Antigua and Barbuda,ATG,1977,,67.7307561,70301
Antigua and Barbuda,ATG,1978,,68.02263415,70533
Antigua and Barbuda,ATG,1979,,68.30953659,70525
Antigua and Barbuda,ATG,1980,,68.59197561,70228
Antigua and Barbuda,ATG,1981,,68.86895122,69639
Antigua and Barbuda,ATG,1982,,69.14092683,68803
Antigua and Barbuda,ATG,1983,,69.40792683,67792
Antigua and Barbuda,ATG,1984,,69.67046341,66701
Antigua and Barbuda,ATG,1985,,69.9285122,65614
Antigua and Barbuda,ATG,1986,,70.18256098,64539
Antigua and Barbuda,ATG,1987,,70.43263415,63510
Antigua and Barbuda,ATG,1988,,70.67973171,62669
Antigua and Barbuda,ATG,1989,,70.92282927,62192
Antigua and Barbuda,ATG,1990,,71.16295122,62202
Antigua and Barbuda,ATG,1991,,71.40058537,62754
Antigua and Barbuda,ATG,1992,,71.63470732,63802
Antigua and Barbuda,ATG,1993,,71.86585366,65238
Antigua and Barbuda,ATG,1994,,72.093,66895
Antigua and Barbuda,ATG,1995,,72.31768293,68642
Antigua and Barbuda,ATG,1996,,72.53885366,70450
Antigua and Barbuda,ATG,1997,,72.75756098,72322
Antigua and Barbuda,ATG,1998,,72.97378049,74190
Antigua and Barbuda,ATG,1999,,73.18602439,75985
Antigua and Barbuda,ATG,2000,,73.39729268,77656
Antigua and Barbuda,ATG,2001,,73.60607317,79165
Antigua and Barbuda,ATG,2002,,73.81339024,80507
Antigua and Barbuda,ATG,2003,,74.01921951,81716
Antigua and Barbuda,ATG,2004,,74.22204878,82838
Antigua and Barbuda,ATG,2005,,74.42185366,83916
Antigua and Barbuda,ATG,2006,,74.61609756,84952
Antigua and Barbuda,ATG,2007,,74.80478049,85935
Antigua and Barbuda,ATG,2008,,74.98687805,86881
Antigua and Barbuda,ATG,2009,,75.16241463,87802
Antigua and Barbuda,ATG,2010,,75.33390244,88710
Antigua and Barbuda,ATG,2011,,75.50036585,89612
Antigua and Barbuda,ATG,2012,,75.66531707,90510
Antigua and Barbuda,ATG,2013,,75.82929268,91404
Arab World,,1960,,46.74067149,
Arab World,,1961,,47.36800833,
Arab World,,1962,,47.9842105,
Arab World,,1963,,48.59209015,
Arab World,,1964,,49.19220957,
Arab World,,1965,,49.78083124,
Arab World,,1966,,50.35066536,
Arab World,,1967,,50.89961912,
Arab World,,1968,,51.43048715,
Arab World,,1969,,51.95135761,
Arab World,,1970,,52.47400664,
Arab World,,1971,,53.01386769,
Arab World,,1972,,53.57953525,
Arab World,,1973,,54.17155186,
Arab World,,1974,,54.78451189,
Arab World,,1975,,55.40965068,
Arab World,,1976,,56.03569505,
Arab World,,1977,,56.65347938,
Arab World,,1978,,57.26249233,
Arab World,,1979,,57.87004876,
Arab World,,1980,,58.48839927,
Arab World,,1981,,59.129009,
Arab World,,1982,,59.79506084,
Arab World,,1983,,60.48126764,
Arab World,,1984,,61.17204626,
Arab World,,1985,,61.84992751,
Arab World,,1986,,62.49501908,
Arab World,,1987,,63.09241042,
Arab World,,1988,,63.63233642,
Arab World,,1989,,64.11189938,
Arab World,,1990,,64.62570559,
Arab World,,1991,,65.00167323,
Arab World,,1992,,65.29119174,
Arab World,,1993,,65.62356247,
Arab World,,1994,,65.95948936,
Arab World,,1995,,66.33717076,
Arab World,,1996,,66.64932681,
Arab World,,1997,,66.94745484,
Arab World,,1998,,67.21345876,
Arab World,,1999,,67.46442632,
Arab World,,2000,,67.67854538,
Arab World,,2001,,67.87702172,
Arab World,,2002,,68.05807453,
Arab World,,2003,,68.22981798,
Arab World,,2004,,68.40875695,
Arab World,,2005,,68.59121058,
Arab World,,2006,,68.78735349,
Arab World,,2007,,68.98531579,
Arab World,,2008,,69.17849741,
Arab World,,2009,,69.37120207,
Arab World,,2010,,69.56064834,
Arab World,,2011,,69.73832617,
Arab World,,2012,,69.91267786,
Arab World,,2013,,70.08592474,
Argentina,ARG,1800,,,534000
Argentina,ARG,1820,,,534000
Argentina,ARG,1850,,,1100000
Argentina,ARG,1870,,,1796000
Argentina,ARG,1890,,,3376000
Argentina,ARG,1900,,,4693000
Argentina,ARG,1901,,,4873000
Argentina,ARG,1902,,,5060000
Argentina,ARG,1903,,,5254000
Argentina,ARG,1904,,,5455000
Argentina,ARG,1905,,,5664000
Argentina,ARG,1906,,,5881000
Argentina,ARG,1907,,,6107000
Argentina,ARG,1908,,,6341000
Argentina,ARG,1909,,,6584000
Argentina,ARG,1910,,,6836000
Argentina,ARG,1911,,,7098000
Argentina,ARG,1912,,,7370000
Argentina,ARG,1913,,,7653000
Argentina,ARG,1914,,,7885000
Argentina,ARG,1915,,,8072000
Argentina,ARG,1916,,,8226000
Argentina,ARG,1917,,,8374000
Argentina,ARG,1918,,,8518000
Argentina,ARG,1919,,,8672000
Argentina,ARG,1920,,,8861000
Argentina,ARG,1921,,,9092000
Argentina,ARG,1922,,,9368000
Argentina,ARG,1923,,,9707000
Argentina,ARG,1924,,,10054000
Argentina,ARG,1925,,,10358000
Argentina,ARG,1926,,,10652000
Argentina,ARG,1927,,,10965000
Argentina,ARG,1928,,,11282000
Argentina,ARG,1929,,,11592000
Argentina,ARG,1930,,,11896000
Argentina,ARG,1931,,,12167000
Argentina,ARG,1932,,,12402000
Argentina,ARG,1933,,,12623000
Argentina,ARG,1934,,,12834000
Argentina,ARG,1935,,,13044000
Argentina,ARG,1936,,,13260000
Argentina,ARG,1937,,,13490000
Argentina,ARG,1938,,,13724000
Argentina,ARG,1939,,,13984000
Argentina,ARG,1940,,,14169000
Argentina,ARG,1941,,,14402000
Argentina,ARG,1942,,,14638000
Argentina,ARG,1943,,,14877000
Argentina,ARG,1944,,,15130000
Argentina,ARG,1945,,,15390000
Argentina,ARG,1946,,,15654000
Argentina,ARG,1947,,,15942000
Argentina,ARG,1948,,,16307000
